,time,value
1362,19:57:58,82
1363,19:58:08,83
1364,19:58:13,82
1365,19:58:28,84
1366,19:58:33,85
1367,19:58:38,83
1368,19:58:53,84
1369,19:58:58,85
1370,19:59:03,87
1371,19:59:08,91
1372,19:59:13,95
1373,19:59:18,99
1374,19:59:23,103
1375,19:59:28,105
1376,19:59:33,106
1377,19:59:38,103
1378,19:59:43,87
1379,19:59:48,85
1380,19:59:53,87
1381,19:59:58,88
1382,20:00:03,88
1383,20:00:08,90
1384,20:00:13,94
1385,20:00:18,97
1386,20:00:23,96
1387,20:00:28,93
1388,20:00:33,86
1389,20:00:38,84
1390,20:00:43,82
1391,20:00:48,81
1392,20:01:03,80
1393,20:01:08,81
1394,20:01:13,83
1395,20:01:16,83
1396,20:01:21,84
1397,20:01:26,85
1398,20:01:31,84
1399,20:01:36,78
1400,20:01:41,77
1401,20:01:46,75
1402,20:01:51,74
1403,20:01:56,75
1404,20:02:11,75
1405,20:02:26,75
1406,20:02:36,77
1407,20:02:51,77
1408,20:03:01,76
1409,20:03:06,77
1410,20:03:21,77
1411,20:03:31,78
1412,20:03:41,77
1413,20:03:51,76
1414,20:03:56,77
1415,20:04:01,76
1416,20:04:06,77
1417,20:04:21,75
1418,20:04:26,75
1419,20:04:41,75
1420,20:04:56,75
1421,20:05:01,76
1422,20:05:06,77
1423,20:05:11,76
1424,20:05:26,76
1425,20:05:36,74
1426,20:05:41,75
1427,20:05:56,76
1428,20:06:11,77
1429,20:06:16,78
1430,20:06:31,78
1431,20:06:36,79
1432,20:06:51,79
1433,20:07:01,77
1434,20:07:06,76
1435,20:07:21,76
1436,20:07:31,75
1437,20:07:36,76
1438,20:07:51,76
1439,20:07:56,77
1440,20:08:06,78
1441,20:08:21,79
1442,20:08:31,80
1443,20:08:36,81
1444,20:08:41,80
1445,20:08:51,79
1446,20:09:06,78
1447,20:09:21,78
1448,20:09:26,79
1449,20:09:31,78
1450,20:09:41,77
1451,20:09:56,77
1452,20:10:01,83
1453,20:10:06,86
1454,20:10:21,86
1455,20:10:26,87
1456,20:10:36,82
1457,20:10:41,80
1458,20:10:56,80
1459,20:11:11,80
1460,20:11:16,79
1461,20:11:21,82
1462,20:11:31,82
1463,20:11:36,83
1464,20:11:41,83
1465,20:11:46,78
1466,20:11:51,74
1467,20:11:56,73
1468,20:12:06,74
1469,20:12:16,75
1470,20:12:26,74
1471,20:12:36,75
1472,20:12:41,77
1473,20:12:46,78
1474,20:12:56,79
1475,20:13:11,78
1476,20:13:16,78
1477,20:13:21,79
1478,20:13:31,77
1479,20:13:46,77
1480,20:13:56,78
1481,20:14:06,79
1482,20:14:11,80
1483,20:14:16,79
1484,20:14:21,78
1485,20:14:26,77
1486,20:14:36,78
1487,20:14:41,77
1488,20:14:51,78
1489,20:14:56,79
1490,20:15:01,80
1491,20:15:11,81
1492,20:15:16,80
1493,20:15:31,81
1494,20:15:36,83
1495,20:15:41,90
1496,20:15:56,91
1497,20:16:06,92
1498,20:16:11,91
1499,20:16:16,86
1500,20:16:23,85
1501,20:16:28,84
1502,20:16:33,83
1503,20:16:38,82
1504,20:16:43,81
1505,20:16:58,81
1506,20:17:03,82
1507,20:17:08,83
1508,20:17:13,85
1509,20:17:23,86
1510,20:17:28,87
1511,20:17:43,86
1512,20:17:53,85
1513,20:17:58,83
1514,20:18:03,82
1515,20:18:18,82
1516,20:18:33,82
1517,20:18:43,83
1518,20:18:48,84
1519,20:18:53,83
1520,20:18:58,82
1521,20:19:03,81
1522,20:19:08,80
1523,20:19:13,81
1524,20:19:18,82
1525,20:19:23,83
1526,20:19:38,84
1527,20:19:43,85
1528,20:19:53,84
1529,20:20:03,85
1530,20:20:08,86
1531,20:20:18,87
1532,20:20:28,86
1533,20:20:38,85
1534,20:20:48,84
1535,20:20:53,85
1536,20:20:58,86
1537,20:21:08,88
1538,20:21:23,89
1539,20:21:28,88
1540,20:21:33,87
1541,20:21:38,85
1542,20:21:43,83
1543,20:21:53,82
1544,20:21:58,81
1545,20:22:08,82
1546,20:22:13,83
1547,20:22:18,82
1548,20:22:23,81
1549,20:22:28,82
1550,20:22:33,83
1551,20:22:43,82
1552,20:22:58,82
1553,20:23:03,82
1554,20:23:08,82
1555,20:23:13,83
1556,20:23:18,84
1557,20:23:23,85
1558,20:23:33,84
1559,20:23:38,83
1560,20:23:43,82
1561,20:23:53,81
1562,20:23:58,80
1563,20:24:03,79
1564,20:24:08,82
1565,20:24:13,83
1566,20:24:18,81
1567,20:24:23,82
1568,20:24:28,82
1569,20:24:38,80
1570,20:24:43,82
1571,20:24:48,84
1572,20:24:53,85
1573,20:24:58,87
1574,20:25:03,89
1575,20:25:08,90
1576,20:25:13,88
1577,20:25:18,86
1578,20:25:23,84
1579,20:25:33,83
1580,20:25:38,82
1581,20:25:43,82
1582,20:25:58,81
1583,20:26:03,82
1584,20:26:08,81
1585,20:26:13,78
1586,20:26:18,79
1587,20:26:23,81
1588,20:26:28,84
1589,20:26:33,85
1590,20:26:38,86
1591,20:26:43,87
1592,20:26:48,88
1593,20:27:03,88
1594,20:27:13,89
1595,20:27:28,89
1596,20:27:33,87
1597,20:27:38,86
1598,20:27:48,85
1599,20:27:53,84
1600,20:27:58,83
1601,20:28:13,84
1602,20:28:28,83
1603,20:28:43,83
1604,20:28:53,84
1605,20:29:08,85
1606,20:29:13,82
1607,20:29:28,82
1608,20:29:33,82
1609,20:29:48,83
1610,20:29:53,84
1611,20:29:58,83
1612,20:30:08,84
1613,20:30:23,85
1614,20:30:28,84
1615,20:30:43,84
1616,20:30:53,83
1617,20:31:08,83
1618,20:31:18,82
1619,20:31:32,84
1620,20:31:37,86
1621,20:31:42,85
1622,20:31:47,83
1623,20:31:52,82
1624,20:32:07,83
1625,20:32:17,84
1626,20:32:32,85
1627,20:32:37,81
1628,20:32:47,82
1629,20:32:57,81
1630,20:33:07,82
1631,20:33:22,81
1632,20:33:32,82
1633,20:33:42,83
1634,20:33:47,84
1635,20:33:52,83
1636,20:34:07,84
1637,20:34:22,84
1638,20:34:27,83
1639,20:34:32,84
1640,20:34:37,83
1641,20:34:47,82
1642,20:34:57,83
1643,20:35:12,83
1644,20:35:17,85
1645,20:35:22,86
1646,20:35:27,86
1647,20:35:32,85
1648,20:35:42,86
1649,20:35:52,85
1650,20:35:57,84
1651,20:36:12,86
1652,20:36:22,85
1653,20:36:32,84
1654,20:36:47,83
1655,20:37:02,83
1656,20:37:07,84
1657,20:37:22,84
1658,20:37:27,83
1659,20:37:42,83
1660,20:37:57,82
1661,20:38:12,82
1662,20:38:27,82
1663,20:38:32,81
1664,20:38:37,80
1665,20:38:47,79
1666,20:39:02,81
1667,20:39:07,86
1668,20:39:17,85
1669,20:39:32,85
1670,20:39:37,86
1671,20:39:47,85
1672,20:40:02,85
1673,20:40:07,85
1674,20:40:12,86
1675,20:40:17,87
1676,20:40:22,85
1677,20:40:32,86
1678,20:40:47,87
1679,20:41:02,88
1680,20:41:07,87
1681,20:41:22,87
1682,20:41:32,85
1683,20:41:37,84
1684,20:41:52,84
1685,20:41:57,85
1686,20:42:02,84
1687,20:42:07,82
1688,20:42:22,82
1689,20:42:37,80
1690,20:42:42,79
1691,20:42:57,79
1692,20:43:12,79
1693,20:43:17,80
1694,20:43:27,81
1695,20:43:32,82
1696,20:43:37,81
1697,20:43:47,82
1698,20:44:02,81
1699,20:44:07,82
1700,20:44:12,82
1701,20:44:17,83
1702,20:44:22,84
1703,20:44:27,83
1704,20:44:32,82
1705,20:44:47,82
1706,20:44:57,81
1707,20:45:12,81
1708,20:45:22,82
1709,20:45:37,82
1710,20:45:42,80
1711,20:45:47,79
1712,20:45:52,80
1713,20:46:02,79
1714,20:46:17,78
1715,20:46:22,77
1716,20:46:27,78
1717,20:46:42,79
1718,20:46:47,78
1719,20:47:02,78
1720,20:47:12,79
1721,20:47:17,80
1722,20:47:22,81
1723,20:47:27,82
1724,20:47:32,83
1725,20:47:37,83
1726,20:47:42,80
1727,20:47:47,80
1728,20:47:57,81
1729,20:48:07,80
1730,20:48:12,81
1731,20:48:22,80
1732,20:48:27,81
1733,20:48:32,80
1734,20:48:42,81
1735,20:48:52,82
1736,20:49:07,82
1737,20:49:22,83
1738,20:49:27,84
1739,20:49:32,86
1740,20:49:37,87
1741,20:49:52,87
1742,20:50:07,87
1743,20:50:17,88
1744,20:50:32,87
1745,20:50:42,85
1746,20:50:52,86
1747,20:50:57,89
1748,20:51:02,85
1749,20:51:07,82
1750,20:51:12,79
1751,20:51:17,78
1752,20:51:27,79
1753,20:51:42,80
1754,20:51:47,80
1755,20:51:57,81
1756,20:52:12,82
1757,20:52:17,84
1758,20:52:27,85
1759,20:52:37,86
1760,20:52:47,85
1761,20:53:02,85
1762,20:53:12,84
1763,20:53:17,83
1764,20:53:22,82
1765,20:53:27,79
1766,20:53:37,80
1767,20:53:52,80
1768,20:54:02,81
1769,20:54:12,82
1770,20:54:27,83
1771,20:54:37,84
1772,20:54:47,84
1773,20:54:52,84
1774,20:54:57,85
1775,20:55:02,98
1776,20:55:07,99
1777,20:55:12,100
1778,20:55:17,95
1779,20:55:22,93
1780,20:55:27,91
1781,20:55:37,89
1782,20:55:42,83
1783,20:55:57,84
1784,20:56:02,85
1785,20:56:07,84
1786,20:56:12,85
1787,20:56:22,86
1788,20:56:27,87
1789,20:56:32,86
1790,20:56:37,85
1791,20:56:42,84
1792,20:56:57,84
1793,20:57:02,85
1794,20:57:07,86
1795,20:57:12,84
1796,20:57:17,83
1797,20:57:32,83
1798,20:57:42,84
1799,20:57:47,86
1800,20:57:52,88
1801,20:58:02,88
1802,20:58:12,88
1803,20:58:17,87
1804,20:58:32,87
1805,20:58:42,86
1806,20:58:47,85
1807,20:58:52,83
1808,20:58:57,80
1809,20:59:02,81
1810,20:59:17,81
1811,20:59:22,82
1812,20:59:37,82
1813,20:59:42,83
1814,20:59:47,84
1815,20:59:52,82
1816,21:00:02,81
1817,21:00:07,80
1818,21:00:12,79
1819,21:00:22,80
1820,21:00:27,81
1821,21:00:42,82
1822,21:00:47,83
1823,21:00:57,82
1824,21:01:02,81
1825,21:01:17,80
1826,21:01:32,80
1827,21:01:37,78
1828,21:01:43,76
1829,21:01:53,77
1830,21:01:58,78
1831,21:02:03,79
1832,21:02:18,79
1833,21:02:33,79
1834,21:02:38,78
1835,21:02:43,79
1836,21:02:48,81
1837,21:02:53,91
1838,21:02:58,92
1839,21:03:03,91
1840,21:03:08,90
1841,21:03:18,89
1842,21:03:23,84
1843,21:03:28,83
1844,21:03:38,85
1845,21:03:48,84
1846,21:03:53,83
1847,21:04:08,84
1848,21:04:18,83
1849,21:04:28,85
1850,21:04:33,91
1851,21:04:38,88
1852,21:04:43,87
1853,21:04:53,88
1854,21:04:58,88
1855,21:05:13,88
1856,21:05:18,86
1857,21:05:23,85
1858,21:05:28,84
1859,21:05:33,81
1860,21:05:38,78
1861,21:05:48,76
1862,21:05:53,74
1863,21:06:08,75
1864,21:06:13,76
1865,21:06:18,76
1866,21:06:23,77
1867,21:06:28,76
1868,21:06:43,76
1869,21:06:53,78
1870,21:06:58,79
1871,21:07:03,80
1872,21:07:13,82
1873,21:07:18,83
1874,21:07:28,84
1875,21:07:33,85
1876,21:07:48,86
1877,21:07:58,87
1878,21:08:03,85
1879,21:08:08,83
1880,21:08:13,82
1881,21:08:18,82
1882,21:08:23,80
1883,21:08:33,81
1884,21:08:38,83
1885,21:08:48,82
1886,21:08:53,83
1887,21:09:08,82
1888,21:09:13,79
1889,21:09:23,81
1890,21:09:28,85
1891,21:09:33,86
1892,21:09:38,85
1893,21:09:43,84
1894,21:09:53,83
1895,21:09:58,82
1896,21:10:08,81
1897,21:10:13,79
1898,21:10:23,77
1899,21:10:38,77
1900,21:10:48,79
1901,21:10:53,81
1902,21:10:58,82
1903,21:11:03,81
1904,21:11:08,80
1905,21:11:23,80
1906,21:11:38,79
1907,21:11:48,80
1908,21:11:53,80
1909,21:11:58,82
1910,21:12:03,83
1911,21:12:08,85
1912,21:12:13,84
1913,21:12:28,85
1914,21:12:33,84
1915,21:12:48,84
1916,21:12:58,85
1917,21:13:03,86
1918,21:13:13,88
1919,21:13:23,89
1920,21:13:28,90
1921,21:13:38,89
1922,21:13:48,90
1923,21:13:53,90
1924,21:14:03,89
1925,21:14:08,87
1926,21:14:18,88
1927,21:14:23,87
1928,21:14:28,86
1929,21:14:33,83
1930,21:14:38,81
1931,21:14:43,81
1932,21:14:48,77
1933,21:14:53,75
1934,21:15:08,75
1935,21:15:13,75
1936,21:15:18,76
1937,21:15:28,77
1938,21:15:38,79
1939,21:15:43,80
1940,21:15:48,81
1941,21:15:53,82
1942,21:15:58,83
1943,21:16:08,82
1944,21:16:13,81
1945,21:16:18,79
1946,21:16:23,72
1947,21:16:28,73
1948,21:16:33,74
1949,21:16:38,75
1950,21:16:43,76
1951,21:16:48,77
1952,21:16:52,76
1953,21:16:53,76
1954,21:17:07,76
1955,21:17:12,75
1956,21:17:17,76
1957,21:17:22,76
1958,21:17:27,75
1959,21:17:32,72
1960,21:17:42,71
1961,21:17:57,72
1962,21:18:07,74
1963,21:18:12,75
1964,21:18:17,76
1965,21:18:22,78
1966,21:18:27,79
1967,21:18:37,79
1968,21:18:47,81
1969,21:18:52,80
1970,21:18:57,79
1971,21:19:07,78
1972,21:19:22,80
1973,21:19:27,81
1974,21:19:32,79
1975,21:19:37,78
1976,21:19:47,78
1977,21:19:57,79
1978,21:20:07,78
1979,21:20:12,77
1980,21:20:17,76
1981,21:20:27,78
1982,21:20:32,79
1983,21:20:37,78
1984,21:20:42,78
1985,21:20:47,77
1986,21:21:02,79
1987,21:21:07,80
1988,21:21:22,81
1989,21:21:32,80
1990,21:21:37,79
1991,21:21:42,78
1992,21:21:47,77
1993,21:21:57,78
1994,21:22:12,79
1995,21:22:17,78
1996,21:22:22,78
1997,21:22:32,80
1998,21:22:37,80
1999,21:22:42,82
2000,21:22:47,83
2001,21:22:57,84
2002,21:23:02,85
2003,21:23:12,86
2004,21:23:27,87
2005,21:23:32,88
2006,21:23:37,87
2007,21:23:42,88
2008,21:23:47,88
2009,21:23:52,89
2010,21:23:57,89
2011,21:24:02,90
2012,21:24:07,88
2013,21:24:12,82
2014,21:24:17,78
2015,21:24:27,79
2016,21:24:32,76
2017,21:24:37,75
2018,21:24:52,74
2019,21:25:07,74
2020,21:25:22,74
2021,21:25:27,73
2022,21:25:42,73
2023,21:25:47,74
2024,21:25:52,75
2025,21:26:02,76
2026,21:26:07,78
2027,21:26:12,77
2028,21:26:27,77
2029,21:26:43,77
2030,21:26:58,75
2031,21:27:03,74
2032,21:27:08,73
2033,21:27:18,72
2034,21:27:28,74
2035,21:27:38,72
2036,21:27:53,72
2037,21:28:03,73
2038,21:28:13,75
2039,21:28:18,77
2040,21:28:23,76
2041,21:28:38,76
2042,21:28:48,78
2043,21:28:53,79
2044,21:29:08,80
2045,21:29:13,81
2046,21:29:23,82
2047,21:29:38,81
2048,21:29:53,82
2049,21:29:58,77
2050,21:30:13,77
2051,21:30:18,77
2052,21:30:28,78
2053,21:30:33,80
2054,21:30:38,81
2055,21:30:43,80
2056,21:30:48,81
2057,21:31:03,82
2058,21:31:08,83
2059,21:31:13,82
2060,21:31:18,76
2061,21:31:28,75
2062,21:31:43,75
2063,21:31:48,76
2064,21:31:53,79
2065,21:31:58,81
2066,21:32:03,82
2067,21:32:13,81
2068,21:32:28,80
2069,21:32:38,81
2070,21:32:43,83
2071,21:32:53,85
2072,21:32:58,86
2073,21:33:03,87
2074,21:33:18,86
2075,21:33:23,83
2076,21:33:33,83
2077,21:33:43,81
2078,21:33:48,79
2079,21:33:53,78
2080,21:34:08,78
2081,21:34:13,79
2082,21:34:23,78
2083,21:34:28,77
2084,21:34:43,77
2085,21:34:48,76
2086,21:34:53,74
2087,21:34:58,73
2088,21:35:03,74
2089,21:35:08,76
2090,21:35:13,77
2091,21:35:18,77
2092,21:35:28,76
2093,21:35:33,75
2094,21:35:38,74
2095,21:35:53,74
2096,21:36:08,73
2097,21:36:18,72
2098,21:36:33,73
2099,21:36:43,74
2100,21:36:48,75
2101,21:36:53,76
2102,21:37:03,77
2103,21:37:08,78
2104,21:37:13,80
2105,21:37:28,80
2106,21:37:43,82
2107,21:37:48,83
2108,21:37:53,82
2109,21:37:58,80
2110,21:38:03,79
2111,21:38:08,78
2112,21:38:18,80
2113,21:38:28,83
2114,21:38:33,84
2115,21:38:38,85
2116,21:38:53,85
2117,21:38:58,86
2118,21:39:03,79
2119,21:39:08,80
2120,21:39:13,79
2121,21:39:23,80
2122,21:39:28,81
2123,21:39:33,84
2124,21:39:38,95
2125,21:39:43,105
2126,21:39:48,99
2127,21:39:53,98
2128,21:39:58,92
2129,21:40:03,83
2130,21:40:08,86
2131,21:40:13,90
2132,21:40:18,94
2133,21:40:23,98
2134,21:40:28,95
2135,21:40:33,93
2136,21:40:43,100
2137,21:40:48,103
2138,21:40:53,99
2139,21:40:58,97
2140,21:41:03,106
2141,21:41:08,116
2142,21:41:13,112
2143,21:41:18,103
2144,21:41:23,104
2145,21:41:28,106
2146,21:41:33,106
2147,21:41:38,100
2148,21:41:43,94
2149,21:41:48,89
2150,21:41:53,86
2151,21:41:58,86
2152,21:42:03,83
2153,21:42:08,84
2154,21:42:13,85
2155,21:42:28,84
2156,21:42:33,83
2157,21:42:43,82
2158,21:42:48,80
2159,21:42:58,82
2160,21:43:03,83
2161,21:43:13,80
2162,21:43:18,79
2163,21:43:33,79
2164,21:43:43,80
2165,21:43:48,81
2166,21:43:53,79
2167,21:43:58,78
2168,21:44:08,78
2169,21:44:13,79
2170,21:44:18,78
2171,21:44:33,78
2172,21:44:38,79
2173,21:44:53,79
2174,21:44:58,80
2175,21:45:03,79
2176,21:45:08,79
2177,21:45:18,80
2178,21:45:33,80
2179,21:45:38,82
2180,21:45:48,83
2181,21:46:03,81
2182,21:46:18,81
2183,21:46:23,80
2184,21:46:28,79
2185,21:46:33,79
2186,21:46:48,79
2187,21:46:58,78
2188,21:47:08,78
2189,21:47:13,77
2190,21:47:23,79
2191,21:47:28,81
2192,21:47:33,83
2193,21:47:38,89
2194,21:47:43,86
2195,21:47:53,85
2196,21:47:58,88
2197,21:48:03,93
2198,21:48:08,103
2199,21:48:13,112
2200,21:48:18,119
2201,21:48:23,125
2202,21:48:28,126
2203,21:48:33,127
2204,21:48:38,124
2205,21:48:43,121
2206,21:48:48,121
2207,21:48:53,117
2208,21:48:58,113
2209,21:49:03,108
2210,21:49:08,98
2211,21:49:13,89
2212,21:49:18,86
2213,21:49:23,87
2214,21:49:28,84
2215,21:49:33,83
2216,21:49:38,84
2217,21:49:48,85
2218,21:49:58,82
2219,21:50:03,81
2220,21:50:08,79
2221,21:50:18,78
2222,21:50:23,79
2223,21:50:33,78
2224,21:50:43,79
2225,21:50:48,78
2226,21:50:58,79
2227,21:51:08,77
2228,21:51:18,78
2229,21:51:28,79
2230,21:51:33,77
2231,21:51:38,78
2232,21:51:53,79
2233,21:51:58,80
2234,21:52:03,81
2235,21:52:18,82
2236,21:52:23,81
2237,21:52:28,80
2238,21:52:33,79
2239,21:52:48,78
2240,21:52:53,77
2241,21:53:08,77
2242,21:53:13,79
2243,21:53:18,80
2244,21:53:28,79
2245,21:53:43,81
2246,21:53:48,82
2247,21:53:53,83
2248,21:53:58,84
2249,21:54:08,84
2250,21:54:18,80
2251,21:54:23,79
2252,21:54:28,80
2253,21:54:33,80
2254,21:54:48,79
2255,21:54:58,80
2256,21:55:03,82
2257,21:55:13,81
2258,21:55:18,80
2259,21:55:28,79
2260,21:55:33,80
2261,21:55:43,81
2262,21:55:48,82
2263,21:55:53,82
2264,21:56:08,82
2265,21:56:23,82
2266,21:56:28,83
2267,21:56:33,85
2268,21:56:38,90
2269,21:56:43,86
2270,21:56:48,79
2271,21:56:53,74
2272,21:56:57,72
2273,21:57:02,71
2274,21:57:07,70
2275,21:57:12,69
2276,21:57:17,70
2277,21:57:22,73
2278,21:57:27,74
2279,21:57:32,74
2280,21:57:37,75
2281,21:57:52,76
2282,21:57:57,77
2283,21:58:02,78
2284,21:58:07,79
2285,21:58:12,80
2286,21:58:17,80
2287,21:58:22,81
2288,21:58:37,81
2289,21:58:42,80
2290,21:58:52,82
2291,21:58:57,83
2292,21:59:07,80
2293,21:59:12,74
2294,21:59:22,75
2295,21:59:27,76
2296,21:59:42,77
2297,21:59:47,78
2298,21:59:52,79
2299,21:59:57,80
2300,22:00:02,81
2301,22:00:07,81
2302,22:00:12,82
2303,22:00:22,83
2304,22:00:32,82
2305,22:00:37,83
2306,22:00:42,84
2307,22:00:52,86
2308,22:00:57,87
2309,22:01:02,86
2310,22:01:07,84
2311,22:01:12,79
2312,22:01:17,78
2313,22:01:32,77
2314,22:01:37,73
2315,22:01:42,73
2316,22:01:47,74
2317,22:01:52,75
2318,22:02:07,76
2319,22:02:12,75
2320,22:02:22,74
2321,22:02:27,73
2322,22:02:32,74
2323,22:02:37,74
2324,22:02:42,73
2325,22:02:57,74
2326,22:03:02,75
2327,22:03:07,76
2328,22:03:22,76
2329,22:03:27,77
2330,22:03:42,75
2331,22:03:47,74
2332,22:03:57,75
2333,22:04:07,76
2334,22:04:12,78
2335,22:04:17,79
2336,22:04:32,79
2337,22:04:37,79
2338,22:04:42,79
2339,22:04:47,78
2340,22:04:52,77
2341,22:04:57,78
2342,22:05:02,79
2343,22:05:07,80
2344,22:05:17,79
2345,22:05:22,78
2346,22:05:27,77
2347,22:05:32,76
2348,22:05:47,76
2349,22:05:57,77
2350,22:06:12,78
2351,22:06:17,79
2352,22:06:22,82
2353,22:06:27,80
2354,22:06:32,79
2355,22:06:37,80
2356,22:06:47,81
2357,22:06:52,80
2358,22:06:57,78
2359,22:07:02,80
2360,22:07:07,79
2361,22:07:12,78
2362,22:07:17,80
2363,22:07:32,79
2364,22:07:37,78
2365,22:07:47,78
2366,22:08:02,78
2367,22:08:12,80
2368,22:08:17,82
2369,22:08:27,81
2370,22:08:32,80
2371,22:08:37,79
2372,22:08:42,78
2373,22:08:47,79
2374,22:08:52,80
2375,22:09:02,81
2376,22:09:17,82
2377,22:09:22,83
2378,22:09:27,84
2379,22:09:32,83
2380,22:09:37,84
2381,22:09:42,85
2382,22:09:47,88
2383,22:09:52,89
2384,22:10:07,88
2385,22:10:17,89
2386,22:10:22,90
2387,22:10:32,91
2388,22:10:37,89
2389,22:10:52,89
2390,22:10:57,90
2391,22:11:07,88
2392,22:11:12,87
2393,22:11:27,89
2394,22:11:37,87
2395,22:11:42,88
2396,22:11:57,88
2397,22:12:07,90
2398,22:12:17,89
2399,22:12:22,88
2400,22:12:27,85
2401,22:12:32,86
2402,22:12:47,95
2403,22:12:52,98
2404,22:12:57,99
2405,22:13:12,99
2406,22:13:17,103
2407,22:13:22,104
2408,22:13:27,105
2409,22:13:37,104
2410,22:13:42,103
2411,22:13:47,104
2412,22:13:52,102
2413,22:13:57,101
2414,22:14:02,98
2415,22:14:07,95
2416,22:14:12,92
2417,22:14:17,90
2418,22:14:22,95
2419,22:14:27,96
2420,22:14:32,95
2421,22:14:37,92
2422,22:14:42,91
2423,22:14:47,94
2424,22:14:52,96
2425,22:15:02,94
2426,22:15:07,92
2427,22:15:12,89
2428,22:15:17,87
2429,22:15:22,88
2430,22:15:27,87
2431,22:15:32,86
2432,22:15:37,87
2433,22:15:42,86
2434,22:15:47,85
2435,22:15:52,87
2436,22:15:57,88
2437,22:16:02,89
2438,22:16:07,90
2439,22:16:12,88
2440,22:16:17,87
2441,22:16:22,86
2442,22:16:27,81
2443,22:16:42,82
2444,22:16:47,83
2445,22:16:52,84
2446,22:16:57,86
2447,22:17:02,85
2448,22:17:07,84
2449,22:17:12,83
2450,22:17:17,81
2451,22:17:27,84
2452,22:17:37,81
2453,22:17:52,81
2454,22:17:57,80
2455,22:18:07,79
2456,22:18:12,78
2457,22:18:17,77
2458,22:18:27,78
2459,22:18:32,77
2460,22:18:37,77
2461,22:18:47,78
2462,22:18:52,78
2463,22:19:07,78
2464,22:19:12,79
2465,22:19:27,81
2466,22:19:32,82
2467,22:19:37,83
2468,22:19:42,85
2469,22:19:52,85
2470,22:20:02,86
2471,22:20:12,85
2472,22:20:17,84
2473,22:20:22,83
2474,22:20:37,82
2475,22:20:42,83
2476,22:20:47,85
2477,22:20:52,87
2478,22:21:02,88
2479,22:21:12,87
2480,22:21:22,88
2481,22:21:32,89
2482,22:21:37,88
2483,22:21:42,87
2484,22:21:47,86
2485,22:21:57,84
2486,22:22:02,85
2487,22:22:07,85
2488,22:22:12,84
2489,22:22:17,82
2490,22:22:22,83
2491,22:22:32,85
2492,22:22:37,84
2493,22:22:47,83
2494,22:22:57,82
2495,22:23:02,82
2496,22:23:12,83
2497,22:23:17,82
2498,22:23:27,80
2499,22:23:32,79
2500,22:23:37,78
2501,22:23:42,76
2502,22:23:47,75
2503,22:23:52,76
2504,22:24:02,76
2505,22:24:07,78
2506,22:24:12,80
2507,22:24:22,77
2508,22:24:27,77
2509,22:24:32,73
2510,22:24:37,71
2511,22:24:47,68
2512,22:24:52,67
2513,22:24:57,68
2514,22:25:02,68
2515,22:25:17,69
2516,22:25:22,70
2517,22:25:27,71
2518,22:25:32,72
2519,22:25:37,73
2520,22:25:42,74
2521,22:25:47,75
2522,22:25:52,76
2523,22:25:57,78
2524,22:26:07,77
2525,22:26:12,76
2526,22:26:17,74
2527,22:26:27,75
2528,22:26:32,74
2529,22:26:37,73
2530,22:26:42,72
2531,22:26:52,73
2532,22:27:07,73
2533,22:27:17,74
2534,22:27:22,72
2535,22:27:27,70
2536,22:27:32,69
2537,22:27:47,68
2538,22:27:57,69
2539,22:28:12,69
2540,22:28:17,70
2541,22:28:22,70
2542,22:28:37,71
2543,22:28:47,72
2544,22:29:02,72
2545,22:29:07,71
2546,22:29:22,70
2547,22:29:27,69
2548,22:29:32,69
2549,22:29:47,69
2550,22:29:57,70
2551,22:30:02,71
2552,22:30:07,72
2553,22:30:12,73
2554,22:30:17,75
2555,22:30:22,77
2556,22:30:27,78
2557,22:30:32,79
2558,22:30:37,80
2559,22:30:42,83
2560,22:30:47,84
2561,22:30:52,85
2562,22:47:07,70
2563,22:47:22,87
2564,22:47:27,93
2565,22:47:32,74
2566,22:47:42,75
2567,22:47:47,76
2568,22:47:52,76
2569,22:47:57,75
2570,22:48:12,74
2571,22:48:17,73
2572,22:48:22,75
2573,22:48:27,73
2574,22:48:37,71
2575,22:48:42,70
2576,22:48:47,69
2577,22:48:52,70
2578,22:49:07,70
2579,22:49:12,69
2580,22:49:17,68
2581,22:49:32,68
2582,22:49:37,68
2583,22:49:52,69
2584,22:49:57,70
2585,22:50:02,69
2586,22:50:17,69
2587,22:50:22,68
2588,22:50:32,68
2589,22:50:42,69
2590,22:50:47,68
2591,22:50:52,68
2592,22:51:07,68
2593,22:51:12,69
2594,22:51:17,70
2595,22:51:32,70
2596,22:51:47,69
2597,22:52:02,66
2598,22:52:17,66
2599,22:52:22,67
2600,22:52:32,67
2601,22:52:42,68
2602,22:52:47,69
2603,22:52:52,70
2604,22:52:57,72
2605,22:53:02,73
2606,22:53:07,72
2607,22:53:17,70
2608,22:53:32,69
2609,22:53:42,69
2610,22:53:47,72
2611,22:53:52,73
2612,22:53:57,69
2613,22:54:02,68
2614,22:54:07,68
2615,22:54:17,68
2616,22:54:22,69
2617,22:54:32,70
2618,22:54:37,71
2619,22:54:47,72
2620,22:54:52,70
2621,22:54:57,70
2622,22:55:02,70
2623,22:55:07,71
2624,22:55:17,71
2625,22:55:22,70
2626,22:55:32,71
2627,22:55:37,72
2628,22:55:42,71
2629,22:55:52,74
2630,22:55:57,75
2631,22:56:02,74
2632,22:56:07,73
2633,22:56:22,71
